sentence,profane
abi nako amahan ni mary si tom,0
dayon ang katubigan gibalik ngadto sa kaumahan sa mga lumulupyo,0
unsay ginabuhat nimo sa dominggo,0
ang ubang mga ihalas nga hayop nga nailhan nga nagpuyo sa lugar naglakip sa monitor sa mga butiki,1
nagaluto ug leche flan si leo,1
ako ba ang buot mo ipasabot,0
ug gihilamusan niya ang iyang nawong,
ang matarung magakalipay sa diha nga makita niya ang panimalus manghimitiis siya sa iyang mga tiil sa dugo sa mga dautan,0
daghan mga paniki galupad sa kilid sa dagat sa kastilyo,0
adtong miaging tuig ra kong mipahulay nag trabaho,0
ang sinultian mao ang pintura sa among mga ideya,0
sa yuta ang mga salag mahimong atakehon sa mga jaguar,0
ug miingon siya ibalik mo sa pagsulod ang imong kamot sa imong dughan ug iyang gibalik sa pagsulod ang iyang kamot sa iyang dughan ug sa gikuha niya kini gikan sa iyang dughan,
moadto pa ba ka didto,0
ug sila mingpanaw gikan sa kamingawan sa zin,
busa paghulat kamo kanako,0
wa ka kasabot bisan sa pinakasimple nga mga direksyon,0
bisan pa niana sila nangahimong mga alagad sa akong balaang puloyanan,0
ang napilian kay siya,0
ug magabalaan kamo alang kanako kay ako,
ug si moises nagsulat sa tanan nilang mga paglakaw sa paggula sumala sa ilang mga pagpanaw tungod sa sugo ni jehova ug kini mao ang ilang mga pagpanaw sumala sa ilang mga paglakaw sa pagpanggula,
sa restawran o sa balay,0
usa ka kusog nga  nga linog ang naguyog sa zamboanga peninsula sa hapit na ang tungang gabii sa sabado,
naay lahi nga humot ang mga buwak,0
mga pagusi ang dekorasyon sa mga agigising sa marte,0
unya si moises ug si aaron mihapa sa atubangan sa tibook nga pagkatigum sa katilingban sa mga anak sa israel,
murag nakaila naman ko nimo sauna pa,0
dili puwede kining otel,0
ang pipila ka mga tawo,0
naa ba dinhi ang kabalo og hapon,0
kinahanglan nga atoa kining ipatago ang kwarta sa bangko,0
sa  ka tuig pagkahuman sa pagkamatay ni queen anne kaniadtong,
neptuno ang ika walong planeta sa sistemang solar,0
pagpundo kung asa man ka,0
sa ingon niana nagbuhat si moises ug si aaron,
ang noaa komitido sa pagpanalipod ug pagbawi sa humpback whale,0
apan sa bunga sa kahoy nga anaa sa taliwala sa tanaman,0
siyam ka mga tawo ang namatay sa pagbaha sa nahisgutang mga lugar,0
pinakaganahan ko ug tag init,0
gusto nila isulti nga dili malikayan nga adunay mamatay sa usa ka katalagman apan mapugngan kung adunay kita usa ka institusyon,0
pirme kang palpak bisan klaro na kaayo ang buhat,0
makita nimo ang kalahian,0
bino ang gipili ni tom,0
walay nag hatag sa ako ana,0
ug miingon siya pagtunglohon si canaan ulipon sa mga ulipon siya sa iyang mga igsoon,
ang among sabot sa permero man gud mao nga ang ika  diyas nga pagkamatay ni danding,
alimuot kaayo kay tinginit na,0
ayaw ko og tutoki,0
manghawa ta ug tokyo unya moadtog osaka sunod simana,0
dili kabos ang mga italyano,0
ginagamit nako ang akoang imahenasyon,0
walay nabagsak sa akoang mga istudyanti,0
ayaw pagistorya og hinapon,0
gidala ba nimo imong payong,0
ginaangkon nako nga tama siya,0
dili pula ang imong mata,0
si maganes ang ika  na gipatay na reporter ilalum sa duterte na administrasyon,
tungod sa ihap sa mga tawo nga nakabawi ug namatay,0
matahum kini nga sundang,0
ug nanagingon ang usa ug usa kanila ania karon,
daghang keso daghang buslot,0
ayaw itugot sa akong ginoo,0
kana ang pinakagwapa nga lubot nga akong nakitan sa akong kinabuhi,1
nagpuyo ko sa davao,0
ang kanhi senador nga si john henry osmea,
kang mahli si eleazar nga walay mga anak nga lalake,0
naghatag kini nga mahimo nga tubig alang sa domestic,0
ug pagapatyon niya ang nating carnero sa haladtungodsapaglapas,
ug iyang gipanagiya ang yuta niya ug ang yuta ni og,
jameson joao ning angkon nga nahimong marupok samtang naglockdown,0
ug gikalot pagusab ni isaac ang mga atabay sa tubig,0
ug iyang gisugilon kaniya sumala niining mga pulonga nga nagaingon ang ulipon nga hebreohanon nga imong gidala dinhi kanamo,
dili pwede diri init kaayo ang adlaw,0
daghang mga linaw sa siyudad ni silvestre,0
walay mutuo sa imong mga plano,0
asa nimo sila gihulga,0
busa kamo usab kinahanglan managisip sa inyong kaugalingon nga mga patay na ngadto sa sala apan diha kang cristo jesus mga buhi kamo ngadto sa dios,0
ug ang pulong ni jehova midangat kanako nga nagaingon,0
tagaan ta ka og lain pa nga higayon,0
maglakaw ka ba o magbus,0
ug pagapabalikon ka ni jehova ngadto sa egipto sa sakayan,
pagresponde nato ug pagkuha nato sa giingong mismong patayng lawas giingon nga gikumpirma usa nato sa atong mga kapulisan ug kumpirmado nga usa kini ka biktima sa salvage,0
si plato hapit magatubang sa kamatayon,0
ug ang tawo nga mahinlo magasablig sa ibabaw sa mahugaw sa ikatolo,
ug ang labawng sacerdote sa taliwala sa iyang mga igsoon,
labut pa sa mga adlaw nga igpapahulay ni jehova,
nagaban si pedro ug balay,0
nakitan ni silvestre ang agila sa suroyanan,0
ang balay dili lang sa usa ka establisemento,0
sa paguto nalp nagabutang ka og daghan nga asukar,0
walay kalamboan kung walay,0
unsa ang imong pilion,0
kanusa magsugod ang salida,0
dili mo tuison ang katarungan dili ka magpili ug mga tawo dili ka usab magdawat ug hiphip kay ang hiphip nagabuta sa mga mata sa mga makinaadmanon,
ug ang sacerdote magabubo sa lana sa ibabaw sa palad sa iyang kamot nga wala,
unsa ang naa sa lamesa,0
modagang ning mga tawhana,0
nagapadako ko og mga orkid sa,0
duha ka pamilya nag nakpuyo digto,0
modagan ning mga tawo,0
nagakaon si nestor og siopao,0
nag champurado si ramon sa kusina,0
ug ang mga panimalay sa mga escribas nga nagpuyo sa jabes ang mga thiratehanon,0
ug kong ang tawo giawasan sa iyang binhi,
ngano man nagbyirnissantu ang imong nawong,0
wala baka gaduwag tennis,0
ug igabutang niya ang iyang kamot sa ibabaw sa ulo sa kanding nga lake,
ug hingkaplagan siya sa manolonda ni jehova sa tupad sa usa ka tuburan sa tubig didto sa kamingawan,
gi subawan si kate,0
matabangan ba ko nimo sa paghugas aning mga hugason,0
sa katapusan sa matagtolo ka tuig,
pirme kang naghimo ug rason bisan sayop na kaayo imong gibuhat,0
aron nga kon mahimo makabot ko ang pagkabanhaw gikan sa mga patay,0
ang akong mga ginikanan kay bulag na,0
unya nahiabut ang pulong ni jehova kang samuel nga nagaingon,0
walay mutuo nimo kay pirmi kang nagpataka ug sulti,0
ug siya miingon kaniya isulti mo,0
ug si reaias ang anak nga lalake ni sobal nanganak kang jahath ug si jahath nanganak kang ahumai ug laad kini mao ang mga panimalay sa mga sorathihanon,0
dili ta ka mapasaylo,0
ug migikan siya ug nagalaaglaag sa kamingawan sa beerseba,0
ang mga anak ni zachai pito ka gatus ug kanuman,0
tulo ka tuig mi naghulat na mahitabo ni,0
kadtong mga naisip kanila sumala sa tanang mga lalake sukad sa usa ka bulan ang panuigon ug ngadto sa itaas,
si jesus mitubag kanila nagatoo na ba diay kamo karon,0
ug sa ilang pagkabasa niini nangalipay sila sa tambag,0
gusto nimo buhaton na karon dayun,0
gipalabi kini alang sa trade sa aquarium,0
dili kinaiyanhon ang makaluksaw nga ulan,0
gibutang ni nestor ang luya sa giluto nga sabaw,0
plano sa grupo nga limpyohan ang ilang hanay pinaagi sa pagpatay sa naulahi,0
duha ka mga asul nga balyena sa chile gipatay sa mga paghampak sa barko kaniadtong bagohay nga mga tuig gikan sa habagatang chile,0
dadan mo ako nganhi ug inayaman,0
siya usa sa pinakanindot nga eksperto nga gikan sa hapon,0
aron igasulod sa mga langub sa ligating,0
ang akong igsoon nakadawat ug daghang mga regalo sa pasko,0
ug sa pagkakita sa tibook nga katilingban nga si aaron namatay nanagbalata sila alang kang aaron sa katloan ka adlaw,0
daghang mga gagmayng mananap didto sa parke,0
kay kinsang dibuho ang imong giganahan,0
maayo ang iyang dyus nga gama sa lemonsito,0
kung hilom ang dagat pagdahom nga kini lawom,0
ug bisan kinsa nga magahalad ug mga haladsapakigdait alang kang jehova,
makitan ni silvestre ang suba sa suroyanan,0
si maria interesado sa politika,0
basin ug sakto ka,0
ug dili ka magduol sa babaye aron sa pagbukas sa iyang pagkahubo samtang gibutag pa siya tungod sa iyang pagkahugaw,
asa na ka dapit,0
tamis nag pulot pukyutan pero ga panusok ang bubuyog,0
kalipay nga bantuk sa dughan,0
gawas di ta mo gusto storyahon,0
ug sila mingpanaw gikan sa punon,
kini sili mao ang mga kaliwatan ni tare si tare nanganak kang abram,
panawag ug maski kinsang kahibalo mag hapon palihog,0
tungod niini ginaingon pagmata,0
ayaw og istorya kon puno imong baba,0
tagnaa kung kinsa ang akong nakita karon,0
panginabuhi kamo ang gamugna,0
unsa ang pinakanindot nga butang sa kalibutan,0
mag pundo ka nga hubog,0
ug motubag unta siya uminum ka ug ingon man usab ang imong mga camello mokuha ako ug tubig kini mao unta ang babaye nga gitagana sa dios alang sa anak nga lalake sa akong agalon,
kaning libro imuhang kinahanglan,0
dalag ang bulak na dako,0
hain man dapit ang inyong balay,0
dili tika ginatawag nga danghag maski murag labi kang danghag,0
ang mga lumulopyo dinhi maayong paglabay,0
ug sa iglesia sa antioquia didtoy mga profeta ug mga magtutudlo nga mao sila si bernabe,0
pirme kang magbuot sa uban bisan ikaw ra ang pinakakuwang,0
ug miingon siya dili ka magduol dinhi huboa ang imong mga sandalias gikan sa imong mga tiil,
dili ni ra ni magdugay ang pulong pulong,0
unya si jesus gihatud sa espiritu ngadto sa mga awaaw aron tintalon sa yawa,1
ug kuhaa ninyo ang inyong amahan,0
nagtanaw mi og tv gabii,0
kong ang kawatan hikaplagan nga nagaguba aron makasulod sa usa ka balay,0
di nimo pirme masabtan,0
kadtong bata pako wala koy ginakahadlokan,0
patay ang usa ka lalaki human pusilon ang kotse nga gisakyan niini sa marikina city,0
wala kay giatiman nga tarong bisan unsa,0
walay mopasalig sa imong gipaningkamotan,0
kini mao ang mga kaliwatan ni noe si noe maoy usa ka tawo nga matarung ug hingpit sa iyang mga kaliwatan si noe nagalakaw uban sa dios,
wala siya kabalo modrayb og sakyanan,0
nakahukom si jack nga kanselahon ang mga reserbasyon,0
gusto ko maghalad sa akong kaugalingon,0
kabalo kong kabalo ka na nakabalo ko,0
ayaw sige ug dagan,0
murag nahaum si tom diri ari,0
bugnaw kaayo kagabii busa nagpabilin ra ko sa balay,0
ambi ra ang asin,0
mohangyo ko ayaw lang og siyagit,0
daghang mga iring didto sa parke,0
ang bidlisi saultraviolet rays mamahimong maoy hinungdan sa kanser,0
ibaligya intawon na ngari nako,0
ang duha ka managsuon kay pareho nga musikero,0
sa hinanali ako nakaingon ang tanang tawo mga bakakon,0
ikaw ba tong niubo,0
wala pakoy giguntitan bisag unsa nga butang,0
unsa pa inyong pwede nga buhaton,0
ug si jehova miingon kang moises tigumon mo alang kanako ang kapitoan ka tawo sa mga anciano sa israel,
wala nako mahunahunaan na maingato ang resulta,0
o kon mangayog itlog hatagan hinoon niyag tanga,0
dako ang amoang balay gamay tung ilaha,0
mitugpa ang snow sa taas ug matahom niyang buhok,0
sunod kanako diri sa akong kiliran,0
gipatanaw ni maria sa ako ang sulat,0
bilang sabat kay photinus,0
ambak sa pinakataas nga kaya nimo,0
wala pa nako na nahuman,0
iring na o iro,0
dili igsapayan kung asa ko,0
wala ko niadto sa gipatawag ni tom na panagipon,0
paarbularyuhi na lang na kay di mada sa duktur,0
ug ang tagsatagsa ka anak nga babaye,0
moadto ako karon sa tanan mong panon sa mga carnero,
padadi ko ug postcard,0
nakauban nako ang mga tawong buotan,0
ang pagpatay sa nasudnong bayani nga si jose rizal niadtong disyembre,
ug si arphaxad nakadangat ug katloan ug lima ka tuig,
sa kadaghang ikasa nga angaw nya nahimong mga angaw,0
lisod kaayo ang kinabuhi barato pa ang mamatay,0
ug si abraham mibangon pagsayo sa buntag,
hatagi pud ko ug gatas,0
mas hawod magstorya og pranses si tomas kaysa sa akua,0
naa ba siyay uyab,0
unsa ang pasabot niini,0
ani kalayua mura nalang og isla ang bartko,0
ali ug tanawa para sa imong kaugalingon,0
maayong gabie sa tanan,0
kontento ba ka sa sweldo nimo karon,0
sakit siya manulti apan maayo ang iyang pagbuot,0
nakalimot mi nga di diay ka ganahan ug pizza,0
tanawa moanhi ako ingon sa kawatan,0
tagae ug maskara ang tawo ug iingon niya ang kamatuoran,0
sulod sa tulo ka adlaw ug tunga,0
paminaw nako nga adunay sayop,0
nilupad ang bubuyog sa bulakan,0
pugaw ang bulak na gamay,0
iingon nako sa akong amahan,0
wala pa ko nakasinati sa ingon niining kanindot nga parti,0
ug ang tanan nga panganay sa yuta sa egipto mangamatay,0
ug gihinganlan niya ang iyang ngalan si jose,
mitanaw ko sa dagat sa pila ka oras,0
gusto nako mag tuon ug pinulongan sa langyaw,0
mas maayo modula og chess si tom kaysa sa akoa,0
kini mao ang panulondon sa banay sa mga anak ni aser,0
lawum nag gigamutan ang binhi,0
pirme kang nagatang sa uban kay di ka kahibalo moatubang sa imong problema,0
nahatgan siya ug pagdahom tungod ato,0
usa ka baso nga gatas ang akong giinom sa buntag,0
duha ang bulan sa marte,0
daghan ang namatay sa mando sa senado,0
ingon usab igahalad niya ang usa sa mga tukmo kun sa mga kuyabog sa salampati,
gimata ko sa kasaba,0
ang pagkahubo sa asawa sa imong igsoon nga lalake dili mo pagbuksan kini mao ang pagkahubo sa imong igsoon nga lalake,
di ta ka madunggan,0
ug si jehova miingon kang moises umadto ka kang faraon,
kaduha na ako nakaadto sa kyoto,0
sukad sa panuigon nga katloan ka tuig ug ngadto sa itaas bisan hangtud sa panuigon nga kaliman ka tuig ang tanan nga misulod sa pagalagad aron sa paghimo sa bulohaton didto sa balongbalong nga pagatiguman,
kini si barrabas usa ka tawo nga gibanlud sa bilanggoan tungod sa kagubot nga nahitabo sa siyudad,0
ug magapuyo ka sa yuta sa gosen,0
nagingon pa ko nimo,0
naa silay sarili nga kultura,0
unsa na klase sa mga tao sila na lang,0
ang propesyon ko ug paglihok akong panginabuhi,0
ug si jehova miingon kang moises karon makita mo kong unsay buhaton ko kang faraon kay pinaagi sa kamot nga kusgan magatugot siya sa pagpalakat kanila,
pagkahuman sa pagpakaon sa whale caudal peduncle ug fluke,0
mokaon og litson si nestor,0
makitan ni silvestre ang punuan sa suroyanan,0
di ka kahibalo motubag ug saktong impormasyon,0
ingna ko kun si rosi motawag,0
nagatudlo ko og ingles kada adlaw,0
nganong nihilak ang akong bata,0
gisabayan nako siya og pyano,0
wala pa nako giingon kay tom,0
di ka makatuman sa imong mga gisaad,0
ayaw padaka ang akong atay,1
ang murcielagos island usa ka gamay nga isla sa dagat sulu nga baybayon sa zamboanga del norte sa habagatang pilipinas nga isla sa mindanao,0
maureen wroblewitz naigo sa covid kini usa kahadlok nga kasinatian,0
dili makipagaway sa ako,0
akong hunahuna maayo nga ideya,0
mao ni ang dakong mapa sa alemanya,0
busa iingon mo ania karon,
usa ka lalaki usab ang nagpuyo didto hangtod namatay siya kaniadtong  pebrero,
sayo ra kaayo siya niabot,0
nikaon ko og pan,0
daghan ba og punoan didtto,0
ayaw tagda si tom,0
ug sa nakita ni jehova,
kanusa kaha ta mangaon,0
ingni si tom kung nganong dili ka makaadto,0
dali kinahanglan nga andam na ka,0
og walay testamento  makomun ang kabilin,0
ug si jose maoy gobernador sa yuta siya mao ang nagbaligya sa kalanon sa tanang katawohan sa yuta ug ang mga igsoong lalake ni jose nangabut,
maayo kay nagabasa ka,0
ang mga eskuylahan sa pransya sirado karong miyerkules,0
sama sa gisulti sa uban dili kana buotbuot,0
si jesus miingon kanila,0
giingon nga kauban sa napatay nga terorista sa pagdakup sa unom nga mangingisda nga indonesia upat ka tuig na ang nakalabay,0
naga simbahon si tomas kada dominggo sa buntag,0
pirme kang nagpadako sa imong kaugalingon nga walay hinungdan,
misunod ba ka sa imong plano,0
gipili nako na maghulat,0
nagasulob mi ug uniporme sa amoang eskwelahan,0
nalipay ba ka sa imong kabugaton,0
wa niuyon si tom kay maria,0
dili ko ganahan niini,0
gahig ulo  di kasabot,0
kamo ilang palagputon gawas sa mga sinagoga sa pagkatinuod,0
dili sa atong mga amahan gibuhat ni jehova kini nga tugon,
wa ko kabalo unsaon pagtabang kay tom,0
kabalo ba ka unsay sekreto sa taas nga kinabuhi,0
nagtweet usab si maraon kaniadtong martes bahin sa pagkamatay sa iyang kaniadtong gialagaran,
buhaton ko ang maski unsa ayaw lang kana,0
ako wala makakaon niini sa akong pagbangutan,
puhon makadula nagyud ang mga anak nato,0
kinsa kinsa ang mangunguha,0
dili nako masirado og maayo ang purtahan,0
pula ang puti apan usahay mahimong dalag,0
dili siya hawod sa pagistorya,0
si mismana ang ikaupat si jeremias ang ikalima,0
busa si jehu miadto sa mga alagad sa iyang mga ginoo ug may usa nga miingon kaniya maayo ba ang tanan nganong mianhi kining buang nga tawo kanimo ug siya miingon kanila kamo nakaila sa tawo ug unsa ang iyang gipamulong,1
ang mga emimenhon nagpuyo,
tsokolate nga ensaymada ang gipalit ni tammy sa tindahan,0
asa man ang tinapay,0
giablihan ang opisina sa bantayan sa sulod sa munisipyo,0
kinsa man ang imong gipangita,0
mapanganuron ba gahapon sa tokyo,0
naay dakong kuwadrados nga salamin didto sa kapihan,0
unsaon nako paghimo kung wala ka,0
kini adunay linya sa hait nga mga ngipon,0
nahulog siya sa suba,0
ug kadtong kanding magadala sa ibabaw niya sa ilang tanan nga kasalanan ngadto sa yuta nga awaaw ug pagabuhian niya ang kanding ngadto sa kamingawan,
nakitan namo siya nga buhi,0
busa ilang gihuwad aron ipakaon sa mga tawo ug nahitabo sa nagakaon sila sa sudan nga sila naninggit,0
busa wala niya kini ibaliwala gikan sa dalan sa kaluwasan,0
makitan ni silvestre ang kapehan sa suroyanan,0
strikto kaayo akong mga guinikanan,0
sa imong pananaw magustohan ba ni niya,0
ang mga kaagangan sa fungia,0
ang pagpabilin nga buhi,0
nagaluto ug lumpia si leo,0
unya ang iyang igsoon nga babaye miingon sa anak nga babaye ni faraon molakaw ba ako sa pagtawag kanimo ug usa ka iwa sa mga babaye nga hebreohanon,
murag siyag nang luspad,0
kanunay kang walay klaro nga tubag,0
nagmata na ang manedyer,0
maayo ba ang alas nuwebe,0
dili ata siya si maria,0
ang mga anak nga lalake ni benjamin sunod sa ilang mga panimalay sa kang bela,
sa balay pirmi siya ga basa nga naka higda,0
aduna akoy tindahan og mga dulaan alang sa mga bata,0
ug unya si horam,0
ayaw pod ingna nga kurukunto ko,0
di niya kinahanglan manarbaho,0
niuli si tom pa australia,0
wala siya mahilunang nia ang iyang amahan,0
nag inusa ra nga nagpuyo ang tiguwang nga babae,0
maoy usa ka kadungganan alang sa usa ka tawo ang pagpahilayo gikan sa pagpakigaway apan ang tagsatagsa ka buang magakaaway,1
dili kamo magpili ug tawo sa inyong paghukom,
nipalit siya ug kalo,0
kumuha ka usab ug padron,
adunay gatusan ka mga langgam sa lanaw,0
nasuko siya sa sagop sa iyang uyoan sa iya,0
mobalik ra ko dayon,0
dili nako matimanan ang iyang ngalan sa karon nga takna,0
ug si jose miingon ihatag ninyo ang inyong kahayupan,0
libre na ko karon,0
ug wa ka man lang nagingon nga moabot ta,0
ug namulong si cain kang abel nga iyang igsoon,0
ang pagkahubo sa anak nga babaye sa asawa sa imong amahan,
gi butangan ni wesley ang eksperimentong karne ug tsokolate,0
adunay ungo sa ibabaw sa bato sa taas na buntod,0
ang mga anak nga lalake ni jacob nangadto sa mga nangamatay ug nanagpanulis sila sa lungsod tungod kay gihugawan nila ang ilang igsoon nga babaye,0
parehong magigsoon kay bulagaw,0
si ana tong babaye,0
dapat dili ta mag tabi sa laybrari,0
kondili ang kahayupan lamang ang atong gikuha alang sa atong kaugalingon,
walay makaguba sa bakal gawas sa kaugalingon nga taya niini,0
kini nga mga kinaiya nga natala sa tanan nga kadagatan,0
sa pananaw nakowala giingon ni tom ang tinoud kay mary,0
ug si moises nagpadala ug mga tawo sa pagpaniid sa jaser ug ilang naagaw ang mga kalungsoran niini,
ayaw paghalahala og dala og hayop dinhi,1
sa luyo mi nanglingkod,0
gikaon na niya tanan,0
atong gahiron ang bubo,0
ang kamatayon ni socrates gihubit sa katapusan sa platos phaedo,0
dili ganahan magluto akong igsoon nga babae,0
ipiyong imong mga mata sa sulod sa tulo ka minuto,0
muuli ko sa balay kauban ka,0
nabasa na ba ninyo kining mga libroha,0
nakatarungan si jeremias nga patay na ang mg abiktima sa pagabot niya sa apartment complex aron magpalit og marijuana,0
daghang taoista didto sa parke,0
ug ang mga bitoon mangatagak gikan sa kahitasan,0
dili ko katou dere,0
sakit na ang akong mga mata,0
ug managpugas kamo sa ikawalo ka tuig,
ug ang tanan nga mga adlaw ni mahalaleel,
nahimo na gyud ka og nigro,0
apan sa kahoy nga sa pagila sa maayo ug sa dautan,0
magmalinawon kamo sa hunahuna,0
kinsa ang gusto magsugod,0
kita ka sa langit,0
mura siya ug manikin nga walay hunahuna,0
siya man siguro si manong brown,0
ug si jehova miingon kang moises ingna si aaron nga imong igsoon nga lalake nga sa tanan nga panahon dili siya magsulod sa dapit nga balaan,0
unya miingon si booz sa unsang adlawa nga paliton mo ang uma sa kamot ni noemi,0
gikaon ni zax ang hopiang baboy,0
pirme kang naghatag ug kalisud sa uban,0
naghimamat kami kaniadtong domingo,0
anad nako mulakaw padulong trabaho,0
nasayod ka ba ato,0
adunay iro nga gasunod kanako sa eskwelahan,0
ayaw ko pangutana kung ngano,0
daghan kong nakaon ganihang buntag,0
ug sila mitubag kaniya dili intawon,
naay mansanas sa ilalum sa pupitre,0
ang libro kay gamay,0
ug ang mga anak nga lalake ni juda sunod sa ilang mga panimalay mao kini kang sela,
ug ako motindog batok kanila,0
sa diha nga moadto ka sa pagpanggubat batok sa imong mga kaaway,
nangutlo siya og mga bulak alang pud niya,0
karon ipaingon sa panimalay ni aaron,0
gikan ko sa kyoto,0
ang tagsatagsa ka tawo magahatag sa iyang hingarangan,
sa akong pagdagan nadagma ko,0
niadto mi sa lawa aron mangaligo,0
gabuhat og biko si danny,0
ug si jehova miingon kang noe sumulod ka ug ang tibook mong panimalay sa arca kay ikaw nakita ko nga matarung sa akong atubangan niining kaliwatana,0
ang among amahan namatay didto sa kamingawan,
ayaw og pamakak sa akoa,0
ang mga anak nga lalake ni manases kang machir,0
ang labing kasarang nga panahon mao ang marso,0
ug nanglingkod sila sa iyang atubangan,
yuta diin magakaon ka ug tinapay sa walay pagkakulang,
mura og adunay mali,0
niadto siya aron luwason ko,0
nangayo siya ug pagkaon,0
walay binatonan nga arang makaalagad ug duha ka agalon kay mahitabo man nga dumtan niya ang usa ug higugmaon niya ang ikaduha o dapigan niya ang usa ug tamayon niya ang ikaduha dili kamo makaalagad sa dios ug sa mga bahandi,1
gusto na kaayo nako makita siya,0
kadtong mga naisip kanila,
tungod niini kanila gibahinbahin ang kapupudan sa mga nasud sa ilang mga yuta,
gipasabut ko kaniya ang proseso,0
ibaligya ba ninyo ang gamayng lampara dinhi,0
ang espada anaa sa ibabaw sa mga tawong andakan ug sila mangabuang ang usa ka espada anaa sa iyang kusganong mga tawo ug sila pagalisangon,0
mikanaog siya sa hagdan,0
permiro nakong misuka sa tren,0
kay ang mga balud sa kamatayon nagalibut kanako ang mga lunop sa pagkawalay dios nagahimo kanako nga mahinadlokon,0
giamin ni tom ang iyang mha nasayup,0
naa sa asya ang nasud japan,0
matod sa interbyu ni gma news reporter nga si mai bermudez sa mga residente,0
nakitan nako ni sila,0
tibuok adlaw ko nga wala sa balay,0
kinsa ang gusto nimong estoryahon,0
usa ako ka vegetarian,0
nganong bakakon ang tao,0
managbakus kamo sa inyong kaugalingon sa sako,0
wala na siyay kinabuhi mga napulo katuig na ang nilabay,0
naghuwat si tom sa sakyanan,0
pipila sa makalilisang ug mabangis nga hangin ug sa kaayo nga bugat nga ulan sa sulod sa dataging sa  ka oras,
parehas ra ilang edad,0
lamian ang mga pagkaon sa mga restawran sa barsoom,0
ang mga lingkoranan kay ging himo gikan sa kahoy,0
nawala nako ang akong relo,0
ang ilang hunahuna kay rasa ug dili espesye,0
ang kabos nga babaye kay nanginabuhi sa pagtinda og bulak,0
ug ang sacerdote nga nagaputli kaniya magapahamutang kaniya nga pagahinloan,
nagsubo sila kay kabalo sila nga tigulang na sila,0
kini mao ang mga panimalay ni naphtali sumala sa ilang mga panimalay ug sila nga mga naisip kanila,0
kay samtang ania pa gihapon kita sa sulod niining maong payag,0
ang bukid mismo giisip nga sagrado nga mga nataran,0
kinahanglan nako mukaon og maayong pagkaon,0
mamahimo nga imong imitaran ang masking kinsa nga gusto nimo,0
ang akong pamilya nagamata og sayo,0
nahulog nimo ang imong pluma,0
ug si jehova miingon kanako dadon mo sa makausa pa ang mga kasangkapan sa usa ka buangbuang nga magbalantay sa carnero,1
makaistorya ba og esperanto ang imong higala,0
pirme kang nagpakabright bisan klaro na nga ikaw ang sayop,0
unsa kaha kon moadto ta sa sinehan,0
ga luto si noel ug sugpo sa kusina,0
ug ang mga isda nga diha sa suba nangamatay ug ang suba naglangog,0
ang pagdawat ni socrates sa iyang silot sa pagkamatay human sa iyang kombiksyon makita usab nga magsuporta sa kini nga pagtanaw,0
sa akong hunahuna tama ka,0
dugay na to nga piyano,0
ang gobyerno sa new south wales kay ginapatay usab ang mga hawod og puti nga iho sa ilahang shark control nga programa,0
nagkita mi sa simbahan,0
ganahan kaayong siyang magtuon og musika ug pagsayaw,0
dili tika ika uwaw,0
pirme kang naglikay sa imong mga responsibilidad,0
gipasalamatan ni tom si maria oar sa iyang tabang,0
ang mga amahan dili pagapatyon tungod sa mga anak,
ug si moises ug si eleazar ang sacerdote,
ang kahimsog ang tanan sa akoa,0
modaog si tom aning bisyoha,0
samtang ug naglingkod sa salog siya nagatanaw sa akoa,0
kini kay libro ni tony,0
kinsay naa nagasakit nga ngipon kay moadto sa dentista,0
ang dapit sagrado alang sa lumad nga relihiyon sa lumad nga tagalog ug gituohan nga usa ka panimalay alang sa anitos,0
mikuha usab siya ug manteca ug gatas,
gisagpa ba nimo siya,0
ang napulo ug duha ka cuchara nga bulawan,
si jehova mao ang dios nga abughoan ug nagapanimalus si jehova nagapanimalus ug siya napuno sa kaligutgut si jehova nagapanimalus sa iyang mga kabatok,0
pinakadako sa suba sa hapon ang suba sa biwa,0
ginatuyo niya ug sugod ug away,0
nganong wala man ni nimo giingun ug sayosayo,0
lisod ang kinabuhi karon,0
ang bulkan naa gihapon sa estado nga walay kagubot,
labi nakong ganahan ang magpabilin dinhi,0
umingon ka kanako pila ba ang imong isuhol,0
ug siya miingon sa iyang amahan dili ka unta masuko,
gisultihan ko ni pedro nga palahubog siya,0
gidugang sa opisyal nga ang ihap sa mga namatay sa karon nga mga katalagman mas gamay kaysa sa miaging mga administrasyon,0
ug si jose miingon sa iyang mga igsoon nga lalake ug sa panimalay sa iyang amahan moadto ako ug magpahibalo ako kang faraon,
apan ang tinubdan kun atabay nga didto may daghang tubig mamahinlo apan ang nakadapat sa mga lawas niini nga patay mamahugaw,0
init ra kaayo para sa panahon karon,0
sigi ka lang og sulti  way buhat,0
wa kay klaro nga pangisip,0
giila usab kini nga home of historical and natural treasures,0
ug ang mga egiptohanon nagpilit sa katawohan aron sa madali manggula sila sa yuta kay sila nanagingon kami mangamatay nga tanan,0
unsa ang katuyoan sa istakmarket,0
naa pa ba siya dinhi pagabot nimo,0
mitabok ang akong amahan sa austria pamasin nga moasinso,0
nag dungan mi ug tindog,0
ang usa ka pinakadako nga hamtong nga puti nga gipakita sa okinawa churaumi aquarium sa japan kaniadtong,
nindot kini nga rosas,0
mas maayo pa siguro biyaan nimo nga maginusara si tom,0
nasayud ko nga usa ka ka maestro,0
