pos_tagged,label
AN|DTC PADIS|VB PIGKASAL|FW PIGREGALOHAN|NN NI|DTP ALKALDE|NNC PEA|FW NIN|FW TIGSARARONG|FW sakong|JJD/CCP BAGAS|FW ASIN|IN tigrilimang|NN KILONG|NNC karneng|VB ORIG|JJD ASIN|IN MANOK|VB APWERA|CCT PA|RBI SOUVENIR|FW ITEMS|FW
ENVEZ|FW POLITICO|NN AN|DTC MAYOR|VB NAGATENDIR|VB KASALAN|VB ASIN|IN RECEPTION|NN HALL|FW AN|DTC NAGIN|VB PRESENTE|FW IYO|PRSP AN|DTC ninong|NNC/CCP ASIN|IN ninang|NNC/CCP KAPAMILYA|VB LOCAL|JJD OFICIALES|FW ASIN|IN nagkakapirang|VB BISITA|NN
AN|DTC PAGDISTRIBUER|VB KAN|VB INI|FW GINIBO|FW SARONG|FW ALDAW|FW ANTES|FW KAN|VB KAALDAWAN|VB KAN|VB mismong|RBT/CCP kasalang|VB BAYAN|NN tanganing|VBOF/CCP MAGIN|VB SIMPLE|JJD DAE|FW MAKARIBARAW|VB EKSENA|NNC ASIN|IN mayong|VB halong|JJD/CCP PUBLICIDAD|NN PAMPOLITICA|VB
AN|DTC libreng|JJD/CCP kasalang|VB BAYAN|NN pinagmawot|VB kan|VB ALKALDE|NNC PARA|VB MAGKAPAREHA|VB mayong|VB CAPACIDAD|FW FINANCIAL|FW BOOT|FW MAGLAOG|VB SACRAMENTO|FW NIN|FW MATRIMONIO|VB
PINAAPROBETSAR|VBTR MAN|VB KAINI|VB AN|DTC NAGLIVE|VB IN|NNCA TANGANING|FW MAGIN|VB LEGAL|FW AN|DTC PAGIIRIBAHA|VB NNINDA|NNC SIRING|NNC MAN|VB tanganing|VBOF/CCP MAGIN|VB LEHITIMO|RBD AN|DTC saindang|JJD/CCP AKI|NNC
AN|DTC BABAYADAN|NN DOCUMENTOS|NNC PAGKASAL|VB SINGIL|NNC SIMBAHAN|NN ASIN|IN HANDA|JJD RECEPTION|NN HALL|FW AN|DTC PIGASUMER|FW KAN|VB LOCAL|FW GOBYERNO|NNC PAAGI|VB NI|DTP ALKALDE|NNC PEA|NNC
AN|DTC ALKALDE|NNC sarong|NNC/CCP reliyosong|NN LIDER|NNC KUN|DT KAYA|VB PINAGMARHAY|VB NIYA|PRP MAGPASAIRAROM|VB SACRAMENTO|FW NIN|FW MATRIMONIO|VB AN|DTC magkaparehang|VB NAGKAKAMINOOTAN|VB
KADA|VB VEZ|FW MAN|VB IGUA|FW siyang|PRS/CCP PIGKAKASAL|FW CIVIL|FW WEDDING|FW saiyang|NNC/CCP PIGAAVISOHAN|NN AN|DTC MAGAGOM|VB MAGPAKASAL|VB MAN|VB GIRARAY|VBOF saindang|VBOF/CCP SIMBAHAN|NN KINAKABALIHAN|NN
NANOTARAN|NN AN|DTC MAGAYON|VB ASIN|IN naghitsurang|VB eleganteng|JJD/CCP RECEPTION|NN HALL|FW AN|DTC ADORNO|NNC ASIN|IN PAGKAKAN|VB PINAGPREPARAR|VB kan|VB sarong|NNC/CCP PANGARAN|VB CATERER|FW PARTIDO|VB AREA|NNC
PITSUR|NNC KAN|VB BABY|NNC NGUNYAN|NN SOCIALON|NN PA|RBI PHOTO|NNC SHOOT|FW PA|RBI kang|VB AKI|NNC KAMI|VB NAKA|RBD HUBANG|RBD PLOS|FW KALAY|VB KALAY|VB PA|RBI PISOT|NNC
MARAY|VB NGANI|FW KON|NN PICTURE|FW IBA|PRI WARA|RBF LAMNG|RBI KI|FW EBIDENSYA|NNC kang|VB NUNUON|NN PA|RBI
KAPAG|VB NAUUYAM|VBTS PARTNER|VB SUYOON|NN BAKO|FW itong|PRO/CCP KAPAG|VB NAUUYAM|VBTS SYA|PRS NAUUYAM|VBTR KAMAN|VB LINTIAN|NN KA|PRS
MASKI|VB GIBUHON|NN PERMING|FW MASASABI|VB SAIMO|JJD ibang|PRI/CCP TAWO|NNC KAYA|VB EENJOY|FW NLANG|CCT AN|DTC BUHAY|NNC PABAYAAN|VB SINDA|PRP MAGKA|VB TIRIGBAK|RBD
ABER|FW MATALI|VB KA|PRS TALAGA|RBT MASUNOD|VB MARS|VB
BUHAY|JJD INI|FW PWEDE|RBT kang|VB MAUYAM|VB PERO|CC DAE|FW KA|PRS pwedeng|RBT/CCP MAKIARAM|VB
ARAM|FW NATA|NN SADIT|FW PANO|VB kang|VB ELEMENTARY|NN DARA|NNC DARA|NNC SAMPULONG|NNC LIBRO|NNC DAE|FW MAN|VB TIG|FW GAGAMIT|VBTF
AANUHON|NN GWAPO|FW PERMI|FW TIG|FW KUKULUGAN|NN PUSO|NNC DUMAN|NN KANA|VB MAKANOS|VB MATA|VB MAKULOG|VB
AANHON|NN GWAPO|FW BATA|NN KADA|VB KANTO|VB
MINSAN|NN NAMAN|NN ARUG|FW KAINING|VB BUHAY|NNC BAKO|NNC MAN|VB PERMING|FW MAUGMA|VB ATLEAST|FW PERMI|FW MAGAYON|VB
KAPAG|VB NAG|VBTS AGDA|FW SAIMO|FW INOM|FW SASABIHON|NN
PARA|VB NAGTUGA|VB SAIYA|NNC KRAS|NNC SYA|PRS INIWASAN|NN LUGOD|NNC PANU|VB PA|RBI PALAN|VB KNG|RBD sinabi|VBTS/VBOF kong|PRS/CCP PADABA|VB SYA|PRS AMBIDA|FW ABROAD|FW HAUP|FW
HALE|FW MAN|VB TIOS|FW PAMILYA|VB PERO|CC NI|DTP MINSAN|NN DAE|FW INI|FW IKINASUPOG|FW
OH|NNCA DAE|FW PAG|VB URU|FW ARTEHI|FW BHE|FW SADIRI|FW NGANI|FW MINSAN|NN DAE|FW TIG|FW TITINO|FW IKA|JJN PA|RBI
DAE|FW KA|PRS pwedeng|RBT/CCP hugakan|NN TANDAAN|NN DAKULON|NN kang|VB BAYADAN|NN
KAPAG|VB nahiling|NN akong|PRS/CCP TULALA|JJD DAE|RBS KA|PRS MAHADIT|VB TIG|FW IISIP|FW MA|CCP SEKSI|NNC PA|RBI
DURANTE|JJD KAN|VB PIGGIGIBO|NNC AN|DTC PAGHEHERASHERASAN|VB NIN|FW ARAK|FW CAKE|FW ASIN|IN BURAK|NNC KAN|VB bagong|JJD/CCP KASALON|VB ALKALDE|NNC PEA|NNC ASIN|IN AN|DTC saiyang|NNC/CCP PRIMERA|JJD DAMA|NNC MAAM|VB YING|RBM AN|DTC LADAWAN|NN NIN|FW KAOGMAHAN|VB PAGMASID|VB PINAGSARARO|VB AN|DTC PUSO|NNC
siring|PRQ/CCP MAN|VB AN|DTC NAGATENDIR|VB NAGAPRECIAR|VB KAN|VB PANGKAGABSAN|VB CEREMONIA|NNC
INI|FW AN|DTC ORUG|FW BINAGAYAN|NN KAN|VB romantikong|JJD/CCP MUSICA|NNC DAGDAG|JJD KAGAYONAN|VB BONGGA|CCT ALAGAD|NNC solemneng|NNC/CCP kasalang|VB BAYAN|NN
KINUMFIRMAR|VBTR KAN|VB MUNICIPAL|FW POLICE|NN STATION|NN LIBMANAN|NN PAMAMAYO|VB NI|DTP CHIEF|FW OF|FW POLICE|NN LT|FW COL|FW ALEX|FW PEAFIEL|FW AN|DTC nangyaring|VBTS/CCP OPERASYON|NN NAARESTAR|NN AN|DTC PIGNGARANAN|NN sanang|VBS/CCP ALIAS|NN CPL|FW ANTHON|NN NABAWI|VBTS POSISYON|NN KAN|VB SUSPEK|VBTF AN|DTC pitong|JJN/CCP PLASTIC|FW SACHET|FW NIN|FW GRAMO|FW NIN|FW SHABU|FW CANTIDAD|FW NIN|FW PM|NNCA duwang|NNC/CCP BADIL|FW CALIBRE|NN ASIN|IN RIFLE|FW KABALE|VB AN|DTC BALA|NNC
AN|DTC SUSPEK|FW sarong|NNC/CCP BICOLANO|JJD ASIN|IN TAGA|JJD CIUDAD|FW NIN|FW IRIGA|FW PIGTUTUBODAN|NN ISUSUPLAY|NN RINCONADA|FW AREA|FW AN|DTC ILEGAL|JJD DROGA|NNC
HALAWIG|RBW AN|DTC RALAMAGAN|NN KAN|VB GRUPO|NNC NIN|FW AWTORIDAD|NNC HALE|FW PROVINCIA|FW NIN|FW QUEZON|NN SUNDO|FW CAMARINES|FW SUR|FW
PINANGENOTAN|NN AN|DTC OPERASYON|NN KAN|VB SPECIAL|FW UNIT|FW KAN|VB PNP|FW DRUG|FW ENFORCEMENT|FW GROUP|FW KOORDINASYON|NN AWTORIDAD|NNC LUZON|NN FIELD|FW UNIT|FW PROVINCIAL|FW INTELLIGENCE|NN UNIT|NNC KAN|VB CAMARINES|FW SUR|FW REGIONAL|FW POLICE|NN DRUG|FW ENFORCEMENT|FW UNIT|FW INTEGRITY|FW MONITORING|FW ENFORCEMENT|FW GROUP|FW MPS|FW LIBMANAN|NN ASIN|IN IBA|PRI GRUPO|NNC NIN|FW AWTORIDAD|NNC
MIENTRAS|FW TANTO|FW INOMAW|VBOF NI|DTP PBGEM|FW ANDRE|FW DIZON|NN RD|FW PRO|FW AN|DTC GRUPO|NNC NIN|FW AWTORIDAD|NNC RESPONSABLI|NN PAGKAKADAKOP|VB KAN|VB SUSPEK|FW mantang|VB PADAGOS|VB AN|DTC saindang|JJD/CCP KAMPANYA|VB LABAN|NN ILEGAL|JJD DROGA|NNC NGANING|FW MASANGAT|VB NIN|FW CASO|FW JUSGADO|FW AN|DTC SUSPEK|NNC
SINABI|VBTS NI|DTP LT|NNP COL|FW PENAFIEL|FW AN|DTC SUSPEK|FW TOLOS|FW SINANGATAN|NN NIN|FW CASO|FW PAGBALGA|VB KAN|VB SECTION|NN ASIN|IN KAN|VB ACTA|NN REPUBLICA|NN COMPREHENSIVE|FW DANGEROUS|FW DRUG|FW ACT|FW OF|FW
SIRING|FW PIGLALAOMAN|NN NAGBOSES|VB AN|DTC NAGUEO|VB sarong|NNC/CCP SURVEY|FW dating|JJD/CCP BISE|NNC PRESIDENTE|NNC MARIA|VB LEONOR|FW G|NNCA ROBREDO|NNC IYO|PRSP AN|DTC TINATANGKUROS|NN CIUDAD|FW NIN|FW NAGA|VB MAGIN|VB ALCALDE|FW ELEKSYON|NN MAYO|VB
SURVEY|FW PIGKUNDUSIR|FW KAN|VB ATENEO|FW SOCIAL|FW SCIENCE|FW RESEARCH|FW CENTER|FW BARANGAY|NNC KAN|VB CIUDAD|FW RESPONDENTS|FW ROBREDO|FW IYO|PRSP AN|DTC NANGENOTAN|NN NAKAKUA|VBTS NIN|FW POR|FW CIENTO|FW NAGSUNOD|VB ALCALDE|FW NELSON|NN LEGACION|NN NAKAKUA|FW NIN|FW POR|FW CIENTO|FW NAGSUNOD|VB SINDA|PRP FORTUNATO|FW TATO|FW MENDOZA|FW POR|FW CIENTO|FW REPRESENTANTE|NN GABRIEL|FW H|FW BORDADO|FW JR|FW KAN|VB TERCER|FW DISTRITO|NNC KAN|VB CAMARINES|FW SUR|FW POR|FW CIENTO|FW ASIN|IN NOEL|FW DE|FW LUNA|FW POR|FW CIENTO|FW
AN|DTC dating|JJD/CCP VP|FW AGOM|FW NIYA|PRP DILG|FW SECRETARY|NN JESSE|FW ROBREDO|FW MAWOT|VB IPADAGOS|FW AN|DTC LEGACIA|FW GOOD|FW GOVERNANCE|FW MIENTRAS|FW MAWOT|VB KAN|VB NAGUEO|VB MAGIGING|VB ANGAT|JJD SINDA|PRP LIDERATO|NNC KAN|VB gobiernong|NNC/CCP TAPAT|JJD
DAWA|FW DAI|RB PA|RBI NAGKUKUMFIRMAR|VB ROBREDO|NNC MADALAGAN|VB CARGONG|NNC ALCALDE|CCB ALAGAD|NNC NASISILAG|VBTR AN|DTC saiyang|JJD/CCP PLANO|NNC ASIN|IN HIRO|NNC MALA|VB NGANI|NNC REHISTRADO|NNC BOTANTE|NN KAN|VB BARANGAY|NNC CONCEPCION|NN PEQUEA|FW HALE|FW dating|RBW/CCP VOTING|FW PRECINCT|FW BARANGAY|NNC carangcang|NNC/CCP MAGARAO|VB CAMARINES|FW SUR|FW
LEGACION|NN ENOT|FW NAGSABI|VB MA|CCP REELECTION|NN ALAGAD|NNC pinakahuring|JJ PAHAYAG|VB MEDIA|NNC planong|NNC/CCP MAGDALAGAN|VB CARGONG|FW CONGRESISTA|NN TERCER|FW DISTRITO|NNC KAN|VB CAMARINES|FW SUR|FW
KAPAG|VB NAMOOT|VBTS KA|PRS DAPAT|VBS SARU|FW TA|FW MUYA|FW DUWA|CD DAPAT|VBS GINIBO|VBOF LIMA|CD NASUPOG|VBTS kapang|VB HAYOP|NNC KA|PRS
MINSAN|NN TIG|FW HAHAPOT|FW SADIRI|FW DAE|FW MAN|VB NAGPAPARABALAD|VB PERO|CC NATA|NN TA|NNCA GARU|FW DAE|FW NAG|FW PUPUTI|NNC
NAGKATOK|VB sarung|JJD/CCP AHENTE|NNC KAN|VB VACUUM|FW CLEANER|FW SARUNG|FW HARUNG|FW PAG|VB BUKAS|JJD NI|DTP MISIS|NNC KAN|VB PINTO|NNC SABAY|RBD LAOG|RBF MAN|VB SU|NNCA AHENTE|NNC ASIN|IN WINAGAS|FW SARUNG|FW PLASTIK|JJD UDO|NNC
AMIN|PRSP nag|PRSP/CCP MUMUDA|NNC IYO|PRSP KAYA|VB AN|DTC WAY|FW PARA|VB MAILUWAS|VB DAGIT|CCT MAS|VB MARAY|VB AN|DTC KASYA|VB MAN|VB BIGLA|JJCS akong|PRS/CCP mang|VB LATUB|NNC
DUMAN|NN KA|PRS tawong|NNC/CCP PIPILION|NN KA|PRS MASKI|VB MINSAN|NN UGALI|NN GARU|CCB KASTA|VB
SUS|FW RULUWAY|FW LUWAY|FW BATCH|FW NAKAKA|FW DUWA|CD KAMONG|VB AKI|FW UNI|FW PIPA|FW ULI|NN NI|DTP PA|RBI BUDA|NNC MA|CCP TA|NNCA NASOBRAHAN|NN DAA|FW RABAS|FW
AN|DTC LAWAS|FW DAA|FW GARU|FW GASUL|FW LABOT|FW IKA|JJN NGANI|FW COCA|FW COLA|FW BODY|FW MAN|VB KUTA|NN PERO|CC PANDOK|VB GARU|FW TANSAN|NN
MASKI|VB PA|RBI PROBLEMA|NNC NGUNYAN|NN DAWA|NNC PA|RBI PINAG|VBRF AAGIHAN|NN ngunyan|NN INI|FW TANDAAN|NN KASALAN|VB AN|DTC
PA|RBI LOCK|FW LOCK|FW KAPA|VB KAN|VB PROFILE|FW GARU|FW KAMAN|VB NGANI|FW UKAY|FW
MUKLAT|FW WARA|FW LAMANG|RBI SAKUYA|CCR JAN|NN MA|CCP GOOD|FW MORNING|FW WARAGASON|NN INING|NNC SINANLAG|VBTS
TAOD|JJD KANA|VB ULI|NN PARA|VB NGUNYAN|NN INI|FW
KAGAYUNAN|VB DEPENDE|VBS MOOD|FW KAN|VB naghihiling|VB KAYA|VB NAKANUSAN|NN KA|PRS SAKO|RBM AW|NNC WARA|RBF KA|PRS MOOD|NNC
BUHAY|JJD NIATO|PRP WARANG|FW BAGAY|NNC SIGURADO|RBT POR|FW DAHIL|CCR KADA|VB SEGUNDO|NNC GABOS|CCB PWEDE|RBT BAGO|RBW
MOOD|FW MINSAN|NN MARIBOK|VB MINSAN|NN DAE|FW NAG|FW RIRIBOK|FW PERO|CC DEPENDE|VBS nag|PRSP/CCP SASANIB|NNC
DEPUTA|NN WARA|FW LNG|FW SADA|FW HARAPUTAN|NN
KAPAG|VB KINASAL|VBTS limang|JJN/CCP ORIG|FW BANGOT|FW PANSIT|VB
BHE|FW CHAT|FW SABIHON|NN BUYUNGON|NN NAG|FW WAWALA|FW SAKSAK|FW GADAN|NN
PADING|VB MITOY|FW HABU|FW Q|NNCA tungag|VBTS/VBAF KA|PRS
AMO|RBR BAGA|NNC RECRUIT|FW TUNGAG|FW MAN|VB
KINDER|VBOF PA|RBI KITA|NN ARAM|FW BAKO|FW KAMO|VB PARATAL|VB PATALON|VB HSHAHSHHAHHAHAHAHAHHA|FW
SHUTA|NN MAN|VB KASI|VB gumagamit|VBTR/VBAF NAME|FW DI|RBF MAN|VB FAMOUS|FW TAZ|FW MANGHIHINGI|VB PA|RBI DOLLARS|FW PINOY|FW PA|FW PATALON|VB SU|FW SCAMMER|FW
KADAKOL|VB NGANE|FW POGI|FW LIGA|NNC PATALON|VB MAN|VB KARAWAT|VB
PATAL|VB PANTALON|VB TUDO|FW DALAGAN|NN
OH|NNCA nag|PRSP/CCP BATOK|NNC SARONG|CCT PLAYER|NN GAYUD|CCB INI|FW NATAMAAN|NN GAYUD|FW POST|FW PAG|VB MA|CCP BASKETBALL|FW NGANE|FW ILING|NN RING|FW BAKO|FW CHIX|FW DAE|FW KAYA|VB PARA|VB PA|RBI KYUT|FW LINTIAN|NN
HALANGKAW|VBTR MAN|VB NGANE|FW PATALUNON|VB MAN|VB
DAOG|JJD MI|NNCA sanang|VBS/CCP MAKANOS|VB KANOS|VB TA|FW PANSABAK|VB PANDOK|VB
LADO|NNC NI|DTP BORDADO|NNC HALOY|NNC NAGPAHAYAG|VB mayong|VB AMBISYON|NN MAGHUROS|VB puestong|VBOF/CCP ALCALDE|FW MASUNOD|VB ELEKSYON|NN mantang|VB ULTIMO|JJD TERMINO|NNC BILANG|CCT CONGRESISTA|NN ASIN|IN MAPAHINGALO|VB POLITICA|NN
MENDOZA|FW NAGSABI|VB KUN|DT MACANDIDATO|VB ROBREDO|FW CARGONG|FW ALCALDE|FW MADALAGAN|VB BILANG|CCT BISE|NNC ALCALDE|NNC ASIN|IN DE|FW LUNA|FW DAI|RB PA|FW MAARAMAN|VB KUN|DT MABUELTA|VB LABAN|NN POLITICA|NN NAGA|VB TERCER|FW DISTRITO|NNC KAN|VB PROVINCIA|NNC
AN|DTC RESEARCH|FW CENTER|FW KAN|VB ATENEO|RBD PIGTITIWALAAN|NN KAN|VB PUBLICO|NN HULI|NN TA|NNCA ENOT|FW SURVEY|FW KUN|DT ELEKSYON|NN IYO|PRSP MAN|VB AN|DTC NALUWAS|VBTS RESULTA|NN ELEKSYON|NN
PINANGENOTAN|NN NI|DTP ATTY|FW LENI|FW ROBREDO|FW PRINCIPAL|FW SULPICIO|FW ALFEREZ|FW III|CDB ASIN|IN IBA|PRI PA|RBI KAN|VB SABADO|JJD hunyo|VBTF/VBOF AN|DTC GROUND|FW BREAKING|FW CEREMONY|FW KAN|VB ITUTUKDOK|FW FEMALE|FW DORMITORY|FW LAOG|FW KAN|VB LAGUERTA|NN KAN|VB CAMARINES|FW SUR|FW NATIONAL|FW HIGH|FW SCHOOL|FW CIUDAD|FW NIN|FW NAGA|VB SARO|CD NAMAN|NN PROYECTO|FW KAN|VB ANGAT|JJD BUHAY|NNC ASIN|IN KAPARTNERS|VB NGUNIAN|NN TAON|NN NGANING|FW MAESTARAN|VB KAN|VB ESTUDIANTES|FW HALE|FW PA|RBI ibang|PRI/CCP LUGAR|NNC
GRUPO|NNC NIN|FW PARAOMA|VB BICOL|FW APEKTADO|NN KAN|VB EL|FW NIO|FW NAGRERECIBE|VB NIN|FW AYUDA|FW FINANSYAL|FW SAKA|CCA libreng|JJD/CCP BANHI|NNC
REGIONAL|FW DIRECTOR|FW VIRGILIO|NN EDUARTE|FW NAGSABI|VB IGUA|FW sindang|VBOF/CCP KOORDINASYON|NN DEPED|FW NGANING|FW IIMPLEMENTAR|NN AN|DTC REHABILITASYON|NN KAN|VB RARAOT|FW SCHOOL|FW BUILDING|FW KABALE|VB INAGIHAN|NN NIN|FW CALAMIDAD|FW
pinakahuring|JJ LISTAHAN|NN KAN|VB DPWH|NNC ABOT|NNC SCHOOL|NNC BUILDINGS|NNC ANOM|CD PROVINCIAS|FW KAN|VB KABIKOLAN|VB AN|DTC DAPAT|VBS MAHIRAHAY|VB tanganing|RBD/CCP MAGAMIT|VB KAN|VB ESTUDIANTES|FW SCHOOL|FW YEAR|FW
MANINIGO|VB AN|DTC REHABILITASYON|NN KAN|VB EDIFICIO|FW KAN|VB ESCUELAHAN|NN NADESTROSO|FW KAN|VB NAKAAGING|FW CALAMIDAD|FW TAHAW|FW KAN|VB PERMING|FW pagkulangkulang|VB NIN|FW CLASSROOM|FW KAN|VB DEPED|FW
IGUA|RBR TOTAL|NN PHPMILYONES|FW FONDO|FW HALE|FW saindang|JJD/CCP OPISINA|NNC SENTRAL|JJD nganing|RBD/CCP GAMITON|NN kaparejong|VB PROYECTO|JJD PA|RBI KAN|VB DPWH|NNC
MIENTRAS|FW TANTO|FW IGUA|FW EVACUATION|NN CENTERS|FW AN|DTC PINATUGDOK|VBTR KAN|VB DPWH|FW BILANG|CCT PAGANDAM|VB MAN|VB CALAMIDAD|FW NGANING|FW DAI|RB maggamit|VB NIN|FW CLASSROOMS|FW
PHPM|FW HASTA|NN PHPM|FW AN|DTC FUNDO|FW KAN|VB AHENCIA|FW CADA|FW EVACUATION|NN CENTER|FW mantang|VB DUWA|CD CADA|NNC TAON|NN AN|DTC saindang|NNC/CCP PINAPATINDOG|VBTR PIGPONAN|NN KAN|VB NAAGI|FW TAON|NN ALAGAD|NNC SUNOD|JJD TAON|NN IGUA|RBR APAT|CD bagong|JJD/CCP MATATAPOS|VB EDIFICIO|NNC
AN|DTC DEPARTMENT|FW OF|FW HEALTH|FW DOH|FW BICOL|FW PINAHIRO|FW AN|DTC HOSPITAL|NN KAN|VB GOBIERNO|FW PAUROGON|VB AN|DTC ADVOCACIA|FW LABAN|NN NAGLALANGKAW|VB NIN|FW CASO|FW KAN|VB HUMAN|NN IMMUNODEFICIENCY|FW VIRUS|FW HIV|FW
BICOL|CCT MEDICAL|FW CENTER|FW BMC|FW CIUDAD|FW NIN|FW NAGA|VB PINAAPOD|FW PRESS|FW CONFERENCE|FW SINABI|VBTS NI|DTP DR|NNP JOEY|FW RANOLA|FW AN|DTC JEFE|FW KAN|VB EPIDEMIOLOGIST|FW DEPARTMENT|FW KAN|VB HOSPITAL|NN KINAKAIPUHAN|NN DAI|RB PA|RBI MALALA|VB AN|DTC helang|JJD/CCP MAGPAEXAMIN|VB TOLOS|FW LABORARTORYO|FW PAAGI|VB KAN|VB BMC|FW TREATMENT|FW HUB|FW NGANING|FW DAI|RB MAHULOG|VB AIDS|FW ACQUIRED|FW IMMUNODEFICIENCY|FW SYNDROME|FW ASIN|IN IBA|PRI TREATMENT|FW HUB|FW SIRING|FW KAN|VB CITY|FW HEALTH|FW OFFICE|FW CIUDAD|FW NIN|FW NAGA|VB
madaling|VB DAKUTON|NN KAN|VB HELANG|RBM AN|DTC sarong|JJD/CCP PASYENTE|VB ASIN|IN LAOG|FW NIN|FW SARONG|FW BULAN|NN SAGCOD|FW INFECTED|FW KAN|VB CASO|FW ALAGAD|NNC AN|DTC IBA|PRI DAI|RB NAKAKAARAM|VBTR KAN|VB saindang|VBOF/CCP KAMUGTAKAN|VB SAGCOD|NNC LALA|NNC AN|DTC helang|JJD/CCP AN|DTC PASYENTE|VB NAGKAKAIGUA|VB NIN|FW KALINTURA|VB KULOG|NNC PAYO|VB ASIN|IN SORE|FW THROAT|FW
KUN|DT INFECTED|VBTS AN|DTC sarong|JJD/CCP PASYENTE|VB NAGPAPALUYA|VB KAN|VB saindang|JJD/CCP IMMUNE|FW SYSTEM|FW MACAUSA|VB NIN|FW IBA|PRI KAHELANGAN|VB SIRING|FW KAN|VB TUBERCULOSIS|FW SEVERE|FW BACTERIAL|FW INFECTIONS|FW CANCER|NNC MAGING|VB MENINGITIS|NNC
HULI|NN KAINI|VB SINABI|VBTS PA|RBI KAN|VB BMC|FW KUN|DT GRABE|FW AN|DTC TAMA|JJD DAI|RB KAYA|VB KAN|VB ANTIBIOTIC|FW BULONG|NNC
AN|DTC SOLUSYON|NN DAPAT|VBS MAGPACONSULTA|VB EXAMIN|FW NIN|FW AMAY|FW LABORATORYO|NNC ALAGAD|NNC PIGLINAW|NN BAKO|NNC GABOS|FW HELANG|FW NIN|FW HIV|FW IGUA|FW AIDS|FW
DATOS|NNC KAN|VB AHENCIA|FW AN|DTC CIUDAD|FW NIN|FW NAGA|VB SARO|CD HALANGKAW|FW CASO|FW NAGSAKAT|VB DAGOS|FW PIGDECLARA|FW CATEGORY|FW A|FW pinakahuring|JJ LISTAHAN|NN IGUA|FW CASO|FW KABIKOLAN|VB KAN|VB MAIKURIT|VB INI|FW KAN|VB NAGKAIGUA|VB NIN|FW CASO|FW KAN|VB NAGSAKAT|VB KAN|VB SAGCOD|FW NAGLANGKAW|VB NGUNIAN|NN TAON|NN
SINABI|VBTS MAN|VB NI|DTP GRACE|FW GUEVARA|FW CHIEF|FW MEDICAL|FW TECHNOLOGIST|FW KAN|VB NAGA|VB CITY|FW HYGIENE|FW CLINIC|NN UNIT|FW NAGDADAKUL|VB AN|DTC NAGPAPAEXAMIN|VB SAINDA|FW TAHAW|FW KAN|VB GINIGIBONG|FW ADVOVACIA|FW KAN|VB GOBIERNO|FW SAGCOD|FW BARANGAY|NNC YAON|NN MAN|VB AN|DTC GRUPO|NNC KAN|VB BARANGAY|NNC HEALTH|FW WORKERS|FW
nakakatabang|NN AN|DTC ADVOCACIA|FW KAN|VB DOH|FW AMAY|FW NAGPAPAEXAMIN|VB LABORATORYO|NNC NGANING|FW MAARAMAN|VB TOLOS|FW AN|DTC STATUS|NN KAN|VB saindang|VBOF/CCP PAGDUDA|VB KUN|DT IGUA|NNC TINAMAAN|NN KAN|VB HELANG|NNC
PIGDADAYO|VBTR NIN|FW GINATOS|FW KLIYENTE|NN AN|DTC EXTENSION|NN OFFICE|FW LAND|FW TRANSPORTATION|NN OFFICE|FW LTO|FW PILI|NN CAMARINES|FW SUR|FW HULI|NN TA|NNC IGUA|RBR DAGDAG|JJD SERVICES|FW SIRING|FW KAN|VB LTO|NNC DISTRICT|NNC OFFICE|FW CIUDAD|FW NIN|FW NAGA|VB
TRANSAKSYON|NN BAKO|NNC HALE|FW PAGTARAID|VB BANWAAN|NN ENVEZ|FW HALI|NN PA|RBI PARTIDO|VB AREA|NNC MIENTRAS|VBTF AN|DTC saindang|NNC/CCP SERVICES|FW KINABABALEHAN|NN KAN|VB MINASUNOD|FW
KATUYOHAN|VB BUGTAKAN|NN NIN|FW EXTENSION|NN OFFICE|FW KAN|VB LTO|FW CIUDAD|FW NIN|FW NAGA|VB NGANING|FW DAI|RB MADIFICILAN|VB HALE|FW ibang|PRI/CCP BANWAAN|NN DAI|RB magpasiring|VB CIUDAD|FW ENVEZ|FW HARANI|FW AN|DTC PILI|NN EXTENSION|NN OFFICE|FW
BAGO|RBW ASIN|IN MAHIWAS|VB AN|DTC LTO|NNC PILI|NN EO|FW INAGURARAN|NN KAN|VB NAKAAGING|FW BULAN|NN NAGING|VB JUESPE|FW DE|FW HONOR|NNC SINDA|PRP CYRIL|FW D|PMS VELASCO|FW PRESIDENTE|NNC KAN|VB NH|NNCA HOLDINGS|FW CORP|FW ASIN|IN REPRESENTANTE|NN KAN|VB KEY|NNC PRIVATE|NNC MOTOR|NNC VEHICLE|FW INSPECTION|NN BILOG|JJD AN|DTC SUPORTA|NN NINDA|PRP PAGKAIGUA|VB NIN|FW bagong|JJD/CCP FACILIDAD|NN NGANING|FW MADARA|VB AN|DTC SERBISYO|NNC KAN|VB AHENCIA|FW NGANING|FW MAPARANI|VB PUBLICO|NN
bicolanong|JJD/CCP HABO|FW IBOTO|FW LENI|FW BAKO|FW ORAGON|NN KUNDI|CC PATAL|VB PATALON|VB
EU|NNCA MAN|VB BAGA|CCT SISAY|FW kayang|VB PATAL|VB PATALON|VB DAE|RBD MADAPA|VB
NAKS|VBTS HONOR|NNC STUDENT|FW TAPOS|RBW PATALON|VB LALAKI|NNC
PATALON|VB FOUL|NNC PERO|CC PIN|NNC
KUPIDO|JJD MINSAN|NN PATALPATALON|VB MAN|VB PANA|VB
